,event_id,attendee_id,order_id,purchase_quad,purchase_type
426,1,39040,1794,3,1
427,1,39040,1794,2,1
428,1,39040,1794,1,1
429,1,17065,214,2,0
430,1,17065,214,2,1
431,1,17065,214,2,2
432,1,17065,214,2,1
433,1,17065,214,2,1
434,1,17065,214,2,1
435,1,17065,214,2,0
436,1,17065,214,2,0
437,1,17065,214,2,0
438,1,182599,5126,3,1
439,1,182599,5126,3,0
440,1,182599,5126,1,2
441,1,314207,1863,3,2
442,1,314207,1863,3,1
443,1,314207,1863,2,1
444,1,143557,4182,4,1
445,1,143557,4182,3,0
446,1,143557,4182,2,0
447,1,386650,4845,3,0
448,1,386650,4845,1,1
449,1,386650,4845,4,0
450,1,386650,4845,3,0
451,1,386650,4845,3,0
452,1,386650,4845,2,0
453,1,403081,7467,1,2
454,1,403081,7467,3,0
455,1,403081,7467,2,0
456,1,94714,957,2,0
457,1,94714,957,1,0
458,1,94714,957,4,0
459,1,173782,1898,3,1
460,1,173782,1898,3,0
461,1,173782,1898,3,1
462,1,23422,926,2,2
463,1,23422,926,2,2
464,1,23422,926,2,1
465,1,23422,926,2,1
466,1,23422,926,4,1
467,1,23422,926,2,0
468,1,23422,926,2,1
469,1,23422,926,2,1
470,1,23422,926,2,1
471,1,407984,4693,3,1
472,1,407984,4693,2,0
473,1,407984,4693,3,1
474,1,303722,1370,2,1
475,1,303722,1370,2,2
476,1,303722,1370,2,0
477,1,303722,1370,2,0
478,1,303722,1370,4,0
479,1,303722,1370,2,0
480,1,303722,1370,2,2
481,1,303722,1370,1,2
482,1,303722,1370,2,1
483,1,38691,5194,3,0
484,1,38691,5194,3,1
485,1,38691,5194,3,0
486,1,376901,750,3,0
487,1,376901,750,2,0
488,1,376901,750,3,1
489,1,314206,7333,1,0
490,1,314206,7333,3,0
491,1,314206,7333,3,0
492,1,272825,539,4,0
493,1,272825,539,1,1
494,1,272825,539,3,1
495,1,149805,5813,2,0
496,1,149805,5813,1,2
497,1,149805,5813,2,0
498,1,34859,7628,2,2
499,1,34859,7628,3,0
500,1,34859,7628,3,2
501,1,34859,7628,2,0
502,1,34859,7628,1,0
503,1,34859,7628,1,0
504,1,34859,7628,2,0
505,1,34859,7628,2,1
506,1,34859,7628,2,1
507,1,34859,7628,2,0
508,1,34859,7628,3,0
509,1,34859,7628,2,0
510,1,34859,7628,3,0
511,1,34859,7628,3,0
512,1,34859,7628,4,2
513,1,34859,7628,2,1
514,1,34859,7628,3,1
515,1,34859,7628,2,0
516,1,34859,7628,3,1
517,1,34859,7628,2,1
518,1,34859,7628,2,0
519,1,395436,4236,4,0
520,1,395436,4236,3,1
521,1,395436,4236,3,0
522,1,395436,4236,3,1
523,1,395436,4236,3,0
524,1,395436,4236,3,0
525,1,56445,3718,3,0
526,1,56445,3718,3,0
527,1,56445,3718,1,1
528,1,409259,5532,4,0
529,1,409259,5532,3,0
530,1,409259,5532,2,1
531,1,392294,7979,3,2
532,1,392294,7979,2,0
533,1,392294,7979,2,0
534,1,392294,7979,4,1
535,1,392294,7979,2,0
536,1,392294,7979,2,1
537,1,66320,5695,3,0
538,1,66320,5695,3,0
539,1,66320,5695,2,1
540,1,360426,5403,4,1
541,1,360426,5403,3,2
542,1,360426,5403,3,1
543,1,2360,7954,3,0
544,1,2360,7954,2,1
545,1,2360,7954,3,0
546,1,2360,7954,2,0
547,1,2360,7954,2,1
548,1,2360,7954,2,0
549,1,350985,7768,4,0
550,1,350985,7768,3,0
551,1,350985,7768,3,1
552,1,350985,7768,3,0
553,1,350985,7768,2,1
554,1,350985,7768,3,0
555,1,171290,3263,2,0
556,1,171290,3263,4,0
557,1,171290,3263,3,0
558,1,131444,4939,3,2
559,1,131444,4939,2,0
560,1,131444,4939,3,2
561,1,62923,4704,4,0
562,1,62923,4704,3,0
563,1,62923,4704,2,1
564,1,18116,1416,2,0
565,1,18116,1416,2,2
566,1,18116,1416,3,0
567,1,18116,1416,3,1
568,1,18116,1416,2,2
569,1,18116,1416,2,1
570,1,343644,2407,2,1
571,1,343644,2407,2,0
572,1,343644,2407,2,0
573,1,343644,2407,2,0
574,1,343644,2407,2,1
575,1,343644,2407,2,0
576,1,343644,2407,3,0
577,1,343644,2407,3,0
578,1,343644,2407,3,0
579,1,343644,2407,3,1
580,1,343644,2407,3,1
581,1,343644,2407,2,2
582,1,343406,3901,2,2
583,1,343406,3901,3,0
584,1,343406,3901,3,0
585,1,343406,3901,3,1
586,1,343406,3901,2,0
587,1,343406,3901,3,0
588,1,158307,226,3,0
589,1,158307,226,4,0
590,1,158307,226,4,1
591,1,4094,1732,2,0
592,1,4094,1732,3,0
593,1,4094,1732,2,0
594,1,4094,1732,3,0
595,1,4094,1732,4,1
596,1,4094,1732,3,2
597,1,4094,1732,2,0
598,1,4094,1732,2,0
599,1,4094,1732,2,2
600,1,4094,1732,2,0
601,1,4094,1732,4,1
602,1,4094,1732,3,0
603,1,373805,2912,2,1
604,1,373805,2912,1,0
605,1,373805,2912,1,1
606,1,19759,2200,3,1
607,1,19759,2200,3,0
608,1,19759,2200,3,0
609,1,19759,2200,2,2
610,1,19759,2200,2,0
611,1,19759,2200,3,0
612,1,19759,2200,3,0
613,1,19759,2200,3,0
614,1,19759,2200,1,0
615,1,19759,2200,1,1
616,1,19759,2200,3,0
617,1,19759,2200,4,0
618,1,19759,2200,3,0
619,1,19759,2200,4,1
620,1,19759,2200,3,0
621,1,232524,7511,2,1
622,1,232524,7511,2,0
623,1,232524,7511,3,0
624,1,197476,2674,2,0
625,1,197476,2674,4,0
626,1,197476,2674,2,0
627,1,301975,7286,2,0
628,1,301975,7286,2,0
629,1,301975,7286,3,0
630,1,413573,3219,4,0
631,1,413573,3219,2,1
632,1,413573,3219,3,0
633,1,134864,2631,2,1
634,1,134864,2631,2,1
635,1,134864,2631,3,0
636,1,138545,3485,3,2
637,1,138545,3485,3,1
638,1,138545,3485,2,0
639,1,195621,4186,3,1
640,1,195621,4186,3,0
641,1,195621,4186,3,0
642,1,69464,2487,2,0
643,1,69464,2487,2,2
644,1,69464,2487,2,0
645,1,214164,6342,1,1
646,1,214164,6342,2,0
647,1,214164,6342,2,1
648,1,315028,2410,3,1
649,1,315028,2410,3,0
650,1,315028,2410,2,0
651,1,344182,4226,3,1
652,1,344182,4226,3,0
653,1,344182,4226,4,0
654,1,344182,4226,2,1
655,1,344182,4226,2,0
656,1,344182,4226,2,0
657,1,331014,4300,2,0
658,1,331014,4300,2,1
659,1,331014,4300,3,0
660,1,379378,5347,3,1
661,1,379378,5347,3,0
662,1,379378,5347,4,0
663,1,379378,5347,3,1
664,1,379378,5347,2,0
665,1,379378,5347,3,1
666,1,52352,5643,3,0
667,1,52352,5643,2,0
668,1,52352,5643,2,1
669,1,113343,6367,4,0
670,1,113343,6367,2,0
671,1,113343,6367,1,1
672,1,15235,4888,2,0
673,1,15235,4888,3,1
674,1,15235,4888,3,1
675,1,15235,4888,2,0
676,1,15235,4888,3,1
677,1,15235,4888,2,0
678,1,15235,4888,3,2
679,1,15235,4888,2,0
680,1,15235,4888,2,1
681,1,15235,4888,3,1
682,1,15235,4888,3,1
683,1,15235,4888,3,0
684,1,15235,4888,3,1
685,1,15235,4888,2,1
686,1,15235,4888,3,0
687,1,15235,4888,1,0
688,1,15235,4888,3,0
689,1,15235,4888,3,1
690,1,15235,4888,3,2
691,1,15235,4888,3,1
692,1,15235,4888,4,0
693,1,305053,3296,4,1
694,1,305053,3296,1,0
695,1,305053,3296,3,1
696,1,32998,5893,2,1
697,1,32998,5893,2,0
698,1,32998,5893,2,2
699,1,32998,5893,3,1
700,1,32998,5893,3,1
701,1,32998,5893,2,1
702,1,32998,5893,3,1
703,1,32998,5893,2,1
704,1,32998,5893,2,0
705,1,32998,5893,2,0
706,1,32998,5893,3,0
707,1,32998,5893,2,0
708,1,45817,1062,2,0
709,1,45817,1062,2,1
710,1,45817,1062,1,1
711,1,45817,1062,1,1
712,1,45817,1062,4,0
713,1,45817,1062,1,1
714,1,45817,1062,3,0
715,1,45817,1062,3,1
716,1,45817,1062,4,0
717,1,23919,2360,3,0
718,1,23919,2360,1,0
719,1,23919,2360,2,1
720,1,23919,2360,3,0
721,1,23919,2360,3,1
722,1,23919,2360,1,2
723,1,4716,1811,2,0
724,1,4716,1811,2,2
725,1,4716,1811,2,1
726,1,4716,1811,2,0
727,1,4716,1811,2,1
728,1,4716,1811,2,1
729,1,4716,1811,3,0
730,1,4716,1811,2,2
731,1,4716,1811,2,1
732,1,41441,4848,2,1
733,1,41441,4848,3,2
734,1,41441,4848,3,0
735,1,41441,4848,2,0
736,1,41441,4848,4,0
737,1,41441,4848,3,2
738,1,41441,4848,4,0
739,1,41441,4848,3,0
740,1,41441,4848,3,0
741,1,41441,4848,2,0
742,1,41441,4848,2,0
743,1,41441,4848,1,1
744,1,739,3319,3,1
745,1,739,3319,2,2
746,1,739,3319,2,1
747,1,739,3319,3,0
748,1,739,3319,3,2
749,1,739,3319,3,1
750,1,739,3319,1,1
751,1,739,3319,2,0
752,1,739,3319,2,0
753,1,739,3319,3,0
754,1,739,3319,3,1
755,1,739,3319,3,0
756,1,739,3319,2,0
757,1,739,3319,2,1
758,1,739,3319,3,1
759,1,44795,7915,2,0
760,1,44795,7915,3,1
761,1,44795,7915,3,0
762,1,44795,7915,3,0
763,1,44795,7915,4,1
764,1,44795,7915,3,0
765,1,199254,3211,3,1
766,1,199254,3211,3,1
767,1,199254,3211,1,0
768,1,78741,286,3,1
769,1,78741,286,2,1
770,1,78741,286,1,0
771,1,54260,1656,4,2
772,1,54260,1656,2,1
773,1,54260,1656,4,0
774,1,22190,7680,1,0
775,1,22190,7680,2,0
776,1,22190,7680,3,1
777,1,22190,7680,3,2
778,1,22190,7680,2,1
779,1,22190,7680,2,2
780,1,22190,7680,1,1
781,1,22190,7680,3,0
782,1,22190,7680,2,0
783,1,80762,2008,2,0
784,1,80762,2008,3,0
785,1,80762,2008,2,1
786,1,114436,1341,2,0
787,1,114436,1341,2,1
788,1,114436,1341,4,0
789,1,92433,3427,3,1
790,1,92433,3427,2,1
791,1,92433,3427,2,2
792,1,273770,283,2,2
793,1,273770,283,3,1
794,1,273770,283,1,1
795,1,142039,2106,2,1
796,1,142039,2106,2,1
797,1,142039,2106,3,1
798,1,49965,4153,3,2
799,1,49965,4153,3,1
800,1,49965,4153,3,0
801,1,49965,4153,1,0
802,1,49965,4153,2,0
803,1,49965,4153,2,2
804,1,49965,4153,3,0
805,1,49965,4153,3,1
806,1,49965,4153,4,0
807,1,193860,2420,2,1
808,1,193860,2420,2,0
809,1,193860,2420,4,0
810,1,51584,3283,4,1
811,1,51584,3283,3,1
812,1,51584,3283,2,0
813,1,57778,3342,4,1
814,1,57778,3342,2,2
815,1,57778,3342,2,2
816,1,64446,6067,2,1
817,1,64446,6067,3,1
818,1,64446,6067,2,0
819,1,311153,1758,2,1
820,1,311153,1758,3,1
821,1,311153,1758,4,0
822,1,311153,1758,2,2
823,1,311153,1758,1,0
824,1,311153,1758,3,0
825,1,322627,1396,2,0
826,1,322627,1396,3,0
827,1,322627,1396,3,0
828,1,298323,7311,4,1
829,1,298323,7311,1,1
830,1,298323,7311,3,1
831,1,120571,6518,2,0
832,1,120571,6518,2,1
833,1,120571,6518,3,0
834,1,197277,6991,4,1
835,1,197277,6991,3,1
836,1,197277,6991,3,0
837,1,404046,2379,3,1
838,1,404046,2379,3,0
839,1,404046,2379,3,2
840,1,349599,4421,2,0
841,1,349599,4421,2,0
842,1,349599,4421,1,0
843,1,334009,4057,3,2
844,1,334009,4057,4,0
845,1,334009,4057,2,0
846,1,334009,4057,2,0
847,1,334009,4057,2,0
848,1,334009,4057,3,2
849,1,25301,2185,1,1
850,1,25301,2185,2,0
851,1,25301,2185,3,2
852,1,25301,2185,3,1
853,1,25301,2185,2,0
854,1,25301,2185,4,2
855,1,25301,2185,3,1
856,1,25301,2185,2,2
857,1,25301,2185,1,1
858,1,352325,455,3,0
859,1,352325,455,2,1
860,1,352325,455,3,1
861,1,66791,3520,3,0
862,1,66791,3520,2,0
863,1,66791,3520,2,0
864,1,64216,4438,2,1
865,1,64216,4438,3,0
866,1,64216,4438,3,0
867,1,243557,3403,2,2
868,1,243557,3403,3,0
869,1,243557,3403,3,0
870,1,215285,4842,3,0
871,1,215285,4842,2,1
872,1,215285,4842,1,0
873,1,64607,686,3,1
874,1,64607,686,2,0
875,1,64607,686,3,0
876,1,96054,6321,2,0
877,1,96054,6321,3,0
878,1,96054,6321,2,1
879,1,347515,857,3,1
880,1,347515,857,2,0
881,1,347515,857,2,0
882,1,347515,857,3,2
883,1,347515,857,2,0
884,1,347515,857,2,0
885,1,245770,1955,1,1
886,1,245770,1955,3,2
887,1,245770,1955,2,1
888,1,98863,2502,3,1
889,1,98863,2502,2,1
890,1,98863,2502,3,0
891,1,1139,3613,4,1
892,1,1139,3613,2,0
893,1,1139,3613,3,1
894,1,1139,3613,3,1
895,1,1139,3613,3,0
896,1,1139,3613,2,0
897,1,1139,3613,3,1
898,1,1139,3613,2,1
899,1,1139,3613,4,2
900,1,1139,3613,2,0
901,1,1139,3613,2,2
902,1,1139,3613,1,0
903,1,1139,3613,2,0
904,1,1139,3613,3,1
905,1,1139,3613,3,1
906,1,391013,7935,2,2
907,1,391013,7935,4,0
908,1,391013,7935,3,0
909,1,403199,6535,2,0
910,1,403199,6535,2,0
911,1,403199,6535,3,1
912,1,1387,7057,3,1
913,1,1387,7057,2,1
914,1,1387,7057,2,0
915,1,1387,7057,2,2
916,1,1387,7057,3,0
917,1,1387,7057,2,0
918,1,1387,7057,2,0
919,1,1387,7057,3,1
920,1,1387,7057,2,2
921,1,1387,7057,2,0
922,1,1387,7057,1,0
923,1,1387,7057,3,1
924,1,202790,3847,2,1
925,1,202790,3847,1,1
926,1,202790,3847,2,0
927,1,307993,3435,2,1
928,1,307993,3435,2,0
929,1,307993,3435,2,0
930,1,307993,3435,2,1
931,1,307993,3435,2,1
932,1,307993,3435,3,1
933,1,327456,5626,2,0
934,1,327456,5626,2,0
935,1,327456,5626,2,1
936,1,48970,6805,2,0
937,1,48970,6805,2,2
938,1,48970,6805,2,1
939,1,48970,6805,3,1
940,1,48970,6805,2,0
941,1,48970,6805,3,1
942,1,48970,6805,2,0
943,1,48970,6805,3,0
944,1,48970,6805,3,2
945,1,19436,4641,3,0
946,1,19436,4641,3,2
947,1,19436,4641,3,1
948,1,19436,4641,2,1
949,1,19436,4641,3,1
950,1,19436,4641,4,1
951,1,19436,4641,2,0
952,1,19436,4641,1,1
953,1,19436,4641,2,0
954,1,19436,4641,3,1
955,1,19436,4641,3,1
956,1,19436,4641,2,1
957,1,35895,233,2,1
958,1,35895,233,2,2
959,1,35895,233,2,1
960,1,35895,233,3,1
961,1,35895,233,3,1
962,1,35895,233,3,0
963,1,392241,6854,2,0
964,1,392241,6854,3,1
965,1,392241,6854,3,0
966,1,392241,6854,2,0
967,1,392241,6854,2,1
968,1,392241,6854,2,1
969,1,114075,3407,2,1
970,1,114075,3407,4,0
971,1,114075,3407,3,1
972,1,45374,6831,2,0
973,1,45374,6831,3,0
974,1,45374,6831,3,0
975,1,45374,6831,4,0
976,1,45374,6831,2,1
977,1,45374,6831,3,0
978,1,45374,6831,2,1
979,1,45374,6831,2,0
980,1,45374,6831,3,1
981,1,45374,6831,2,0
982,1,45374,6831,3,0
983,1,45374,6831,3,0
984,1,45374,6831,2,1
985,1,45374,6831,3,2
986,1,45374,6831,4,0
987,1,18072,2446,3,0
988,1,18072,2446,1,1
989,1,18072,2446,3,1
990,1,18072,2446,3,0
991,1,18072,2446,2,0
992,1,18072,2446,3,0
993,1,18072,2446,3,0
994,1,18072,2446,2,0
995,1,18072,2446,3,0
996,1,33428,4066,2,0
997,1,33428,4066,1,0
998,1,33428,4066,2,0
999,1,33428,4066,2,0
1000,1,33428,4066,3,1
1001,1,33428,4066,2,0
